product_id,product_name,category,subcategory,brand,price,cost,supplier_id,region,created_date,updated_date
760,Designer White Necklace,Jackets,Kids,Old Navy,131.73,60.04,89,Michigan,2025-10-02,2025-10-02
761,Designer Pink Tee,Jeans,Men,Nike,179.56,83.23,88,New Jersey,2025-10-02,2025-10-02
762,Casual Black Dress,Underwear,Women,Puma,452.65,253.43,70,Georgia,2025-10-02,2025-10-02
763,Designer Black Blouse,Shoes,Kids,Zara,649.52,261.65,53,New York,2025-10-02,2025-10-02
764,Comfortable Navy Dress,Coats,Kids,Uniqlo,703.8,485.3,77,California,2025-10-02,2025-10-02
765,Stylish White Pants,Underwear,Kids,Puma,200.15,80.6,49,Pennsylvania,2025-10-02,2025-10-02
766,Trendy Gray Dress,Jackets,Unisex,Old Navy,134.53,64.39,71,Florida,2025-10-02,2025-10-02
767,Classic Green Dress,Sweaters,Kids,Forever 21,350.27,143.69,54,Washington,2025-10-02,2025-10-02
768,Classic Gray Blouse,Sweaters,Unisex,Ralph Lauren,107.84,72.82,72,Arizona,2025-10-02,2025-10-02
769,Classic Red Pants,Socks,Men,H&M,137.88,86.04,89,Michigan,2025-10-02,2025-10-02
770,Classic Red Blouse,Shorts,Kids,Gap,720.37,403.45,18,Texas,2025-10-02,2025-10-02
771,Elegant Pink Sweater,Jeans,Men,Gucci,632.9,351.04,28,Washington,2025-10-02,2025-10-02
772,Basic Gray Bra,Shorts,Kids,Nike,53.39,32.52,6,Georgia,2025-10-02,2025-10-02
773,Vintage Navy Dress,Blouses,Men,Old Navy,42.3,31.53,23,New York,2025-10-02,2025-10-02
774,Premium Pink Tee,Pants,Kids,Puma,596.35,424.84,67,Ohio,2025-10-02,2025-10-02
775,Casual Green Dress,Dresses,Unisex,Tommy Hilfiger,614.29,410.65,23,Illinois,2025-10-02,2025-10-02
776,Sporty Gray Jeans,Jeans,Women,Gucci,281.09,113.7,91,California,2025-10-02,2025-10-02
777,Modern Pink Socks,Shorts,Men,H&M,417.86,254.64,12,Massachusetts,2025-10-02,2025-10-02
778,Vintage Blue Bra,Jackets,Men,Ralph Lauren,204.49,127.66,13,Pennsylvania,2025-10-02,2025-10-02
779,Trendy Black Tee,Blouses,Unisex,Gap,294.9,142.8,44,Texas,2025-10-02,2025-10-02
780,Comfortable Black Coat,T-Shirts,Women,Nike,59.5,28.17,7,New York,2025-10-02,2025-10-02
781,Designer Red Sweater,Skirts,Kids,H&M,627.35,299.01,35,Georgia,2025-10-02,2025-10-02
782,Premium Green Tee,Shorts,Women,Forever 21,715.77,286.49,17,Florida,2025-10-02,2025-10-02
783,Elegant Red Bra,Socks,Kids,Ralph Lauren,764.92,475.86,94,Pennsylvania,2025-10-02,2025-10-02
784,Comfortable Pink Sweater,Sweaters,Unisex,Puma,407.61,287.5,37,California,2025-10-02,2025-10-02
785,Premium Navy Tee,Accessories,Women,Puma,106.75,52.98,49,Texas,2025-10-02,2025-10-02
786,Sporty Green Tee,Underwear,Women,Levi's,424.46,187.92,16,Michigan,2025-10-02,2025-10-02
787,Premium Gray Blouse,Sweaters,Women,Ralph Lauren,270.46,147.89,86,Arizona,2025-10-02,2025-10-02
788,Stylish Black Shorts,Socks,Unisex,H&M,774.31,474.66,91,Massachusetts,2025-10-02,2025-10-02
789,Trendy Red Cap,Underwear,Women,Adidas,263.47,139.04,75,Texas,2025-10-02,2025-10-02
790,Designer Black Socks,Accessories,Unisex,Nike,588.4,453.24,3,Virginia,2025-10-02,2025-10-02
791,Designer Pink Pants,Sweaters,Kids,Zara,675.7,490.68,25,Georgia,2025-10-02,2025-10-02
792,Sporty Pink Socks,T-Shirts,Women,Adidas,386.33,275.62,85,Arizona,2025-10-02,2025-10-02
793,Classic Green Pants,Dresses,Men,Uniqlo,687.07,365.4,31,Pennsylvania,2025-10-02,2025-10-02
794,Designer Blue Jacket,Socks,Women,Levi's,797.88,428.03,13,North Carolina,2025-10-02,2025-10-02
795,Elegant Navy Cap,Socks,Men,Gap,638.14,435.63,37,Virginia,2025-10-02,2025-10-02
796,Classic White Blouse,Coats,Men,Puma,341.21,267.41,40,Pennsylvania,2025-10-02,2025-10-02
797,Designer Red Blouse,T-Shirts,Unisex,Banana Republic,37.94,28.02,16,California,2025-10-02,2025-10-02
798,Comfortable Pink Dress,Blouses,Men,Gap,261.04,160.39,47,Virginia,2025-10-02,2025-10-02
799,Elegant Green Bra,Jackets,Women,Zara,729.05,540.26,6,New Jersey,2025-10-02,2025-10-02
800,Classic Green Socks,Jeans,Kids,Gap,16.98,9.79,21,Illinois,2025-10-02,2025-10-02
801,Designer White Tee,Jeans,Women,Gap,289.87,121.46,85,Washington,2025-10-02,2025-10-02
802,Trendy Navy Tee,Pants,Women,Gap,188.86,148.87,56,Virginia,2025-10-02,2025-10-02
803,Trendy Black Pants,Pants,Kids,Levi's,494.96,311.52,53,Washington,2025-10-02,2025-10-02
804,Classic Pink Socks,Sweaters,Men,Banana Republic,750.51,331.28,76,California,2025-10-02,2025-10-02
805,Modern Gray Bra,Skirts,Men,Zara,454.4,344.79,74,Georgia,2025-10-02,2025-10-02
806,Sporty Gray Tee,Blouses,Kids,Old Navy,109.92,67.26,38,Illinois,2025-10-02,2025-10-02
807,Trendy Gray Socks,Blouses,Unisex,H&M,498.73,291.52,92,North Carolina,2025-10-02,2025-10-02
808,Designer Gray Socks,Sweaters,Unisex,Gap,582.12,298.67,92,Florida,2025-10-02,2025-10-02
809,Sporty White Necklace,Shoes,Men,Puma,757.32,472.12,24,Georgia,2025-10-02,2025-10-02
810,Sporty Green Cap,Hats,Unisex,Levi's,99.24,53.95,55,Texas,2025-10-02,2025-10-02
811,Designer Blue Cap,Jeans,Women,Uniqlo,458.17,291.39,72,North Carolina,2025-10-02,2025-10-02
812,Casual White Skirt,Hats,Men,Gucci,703.58,463.48,73,Pennsylvania,2025-10-02,2025-10-02
813,Classic Navy Shorts,Blouses,Men,Old Navy,430.5,205.96,99,Massachusetts,2025-10-02,2025-10-02
814,Sporty Blue Skirt,Hats,Unisex,Uniqlo,346.88,233.01,64,California,2025-10-02,2025-10-02
815,Designer Pink Tee,Accessories,Women,Uniqlo,628.31,277.69,47,Georgia,2025-10-02,2025-10-02
816,Trendy Gray Blouse,T-Shirts,Kids,Gap,410.87,258.95,38,Florida,2025-10-02,2025-10-02
817,Comfortable White Blouse,Underwear,Kids,Ralph Lauren,220.76,125.1,14,Florida,2025-10-02,2025-10-02
818,Sporty Red Bra,Pants,Women,Adidas,681.98,436.62,70,Pennsylvania,2025-10-02,2025-10-02
819,Trendy Red Sneakers,Socks,Men,Uniqlo,226.48,126.54,88,Texas,2025-10-02,2025-10-02
820,Casual White Pants,Shoes,Kids,Nike,341.38,241.44,86,New Jersey,2025-10-02,2025-10-02
821,Elegant Blue Coat,Underwear,Women,Nike,619.49,329.08,36,Ohio,2025-10-02,2025-10-02
822,Elegant Green Necklace,Jeans,Kids,Forever 21,245.97,160.51,33,California,2025-10-02,2025-10-02
823,Modern White Sweater,Dresses,Kids,Forever 21,67.37,52.3,47,Pennsylvania,2025-10-02,2025-10-02
824,Trendy Pink Cap,Dresses,Kids,Old Navy,506.77,369.15,71,California,2025-10-02,2025-10-02
825,Elegant Pink Sneakers,Socks,Unisex,Tommy Hilfiger,187.51,148.15,32,California,2025-10-02,2025-10-02
826,Modern Navy Shorts,Hats,Kids,Uniqlo,625.88,279.91,86,Massachusetts,2025-10-02,2025-10-02
827,Trendy Navy Blouse,T-Shirts,Women,Gucci,104.62,83.48,18,Virginia,2025-10-02,2025-10-02
828,Vintage Green Necklace,Skirts,Women,Gucci,143.29,103.84,24,Ohio,2025-10-02,2025-10-02
829,Vintage Black Bra,Blouses,Unisex,Banana Republic,377.77,247.13,22,Texas,2025-10-02,2025-10-02
830,Comfortable Blue Coat,Accessories,Women,Tommy Hilfiger,560.92,332.06,54,Massachusetts,2025-10-02,2025-10-02
831,Elegant Red Socks,Pants,Women,Forever 21,729.17,495.58,71,Washington,2025-10-02,2025-10-02
832,Designer Navy Tee,Skirts,Women,Ralph Lauren,622.32,281.11,12,Illinois,2025-10-02,2025-10-02
833,Trendy Blue Skirt,Accessories,Unisex,Gucci,281.06,217.27,48,Ohio,2025-10-02,2025-10-02
834,Designer Red Necklace,Hats,Kids,Banana Republic,556.76,365.45,41,California,2025-10-02,2025-10-02
835,Sporty Green Socks,Jeans,Kids,Gap,618.57,303.63,25,Massachusetts,2025-10-02,2025-10-02
836,Basic Pink Blouse,Socks,Men,Forever 21,424.13,218.92,63,California,2025-10-02,2025-10-02
837,Sporty Navy Socks,Dresses,Women,Gap,170.88,121.53,48,Texas,2025-10-02,2025-10-02
838,Casual Navy Jacket,Underwear,Women,Nike,643.67,369.98,32,Georgia,2025-10-02,2025-10-02
839,Stylish White Socks,T-Shirts,Women,Uniqlo,264.72,131.57,7,Texas,2025-10-02,2025-10-02
840,Designer White Shorts,Coats,Unisex,Zara,101.6,61.77,15,Washington,2025-10-02,2025-10-02
841,Basic Blue Coat,Shorts,Men,Tommy Hilfiger,519.7,397.79,27,Florida,2025-10-02,2025-10-02
842,Trendy Black Sweater,Dresses,Women,Zara,298.95,195.34,4,Arizona,2025-10-02,2025-10-02
843,Basic Navy Skirt,Accessories,Men,Old Navy,91.09,58.47,58,Texas,2025-10-02,2025-10-02
844,Modern White Tee,Sweaters,Men,Adidas,459.1,253.49,69,Ohio,2025-10-02,2025-10-02
845,Trendy Gray Shorts,Underwear,Unisex,Nike,55.07,27.28,8,California,2025-10-02,2025-10-02
846,Comfortable Green Dress,Sweaters,Unisex,Puma,474.39,351.84,60,Virginia,2025-10-02,2025-10-02
847,Designer Navy Pants,Accessories,Kids,Forever 21,318.02,249.48,29,California,2025-10-02,2025-10-02
848,Comfortable Black Jacket,T-Shirts,Men,Tommy Hilfiger,420.91,176.83,92,Michigan,2025-10-02,2025-10-02
849,Basic White Jeans,Blouses,Kids,Puma,799.8,418.81,12,Michigan,2025-10-02,2025-10-02
850,Comfortable Green Shorts,Shorts,Kids,Forever 21,408.85,307.61,71,New York,2025-10-02,2025-10-02
851,Sporty Blue Tee,Socks,Women,Tommy Hilfiger,373.28,231.63,9,California,2025-10-02,2025-10-02
852,Vintage Navy Socks,Hats,Kids,Puma,472.24,351.2,36,California,2025-10-02,2025-10-02
853,Classic Red Tee,Sweaters,Women,Tommy Hilfiger,744.02,395.59,78,New Jersey,2025-10-02,2025-10-02
854,Designer Black Skirt,Jeans,Unisex,Nike,453.01,308.79,21,Florida,2025-10-02,2025-10-02
855,Trendy Blue Sweater,Shorts,Men,Tommy Hilfiger,212.6,112.34,75,Massachusetts,2025-10-02,2025-10-02
856,Vintage Black Sweater,Jeans,Women,Gap,93.52,38.25,59,Arizona,2025-10-02,2025-10-02
857,Designer Red Socks,Coats,Men,Nike,655.93,512.52,69,Texas,2025-10-02,2025-10-02
858,Classic Green Blouse,T-Shirts,Women,H&M,640.51,441.93,67,Washington,2025-10-02,2025-10-02
859,Casual Black Coat,Shorts,Women,Zara,414.92,239.88,20,Ohio,2025-10-02,2025-10-02
860,Modern Green Sneakers,Shoes,Men,Nike,163.56,115.61,31,California,2025-10-02,2025-10-02
861,Classic Black Dress,Coats,Men,Tommy Hilfiger,562.28,433.16,66,New Jersey,2025-10-02,2025-10-02
862,Premium Pink Skirt,Skirts,Women,Old Navy,151.46,95.71,100,Florida,2025-10-02,2025-10-02
863,Premium Black Sneakers,Sweaters,Men,Adidas,731.86,332.23,17,Massachusetts,2025-10-02,2025-10-02
864,Comfortable Green Tee,Shorts,Unisex,Zara,230.17,110.28,59,Washington,2025-10-02,2025-10-02
865,Stylish Black Jeans,Sweaters,Unisex,Nike,457.76,264.45,45,North Carolina,2025-10-02,2025-10-02
866,Elegant Red Sweater,Dresses,Men,Nike,319.79,187.5,7,Virginia,2025-10-02,2025-10-02
867,Premium Gray Sneakers,Jackets,Kids,Tommy Hilfiger,137.55,105.28,67,Michigan,2025-10-02,2025-10-02
868,Sporty Black Sweater,Jackets,Unisex,Nike,380.05,271.94,62,Florida,2025-10-02,2025-10-02
869,Modern Gray Blouse,T-Shirts,Kids,H&M,737.68,323.45,57,Illinois,2025-10-02,2025-10-02
870,Basic Red Bra,T-Shirts,Unisex,Ralph Lauren,346.48,222.71,68,New Jersey,2025-10-02,2025-10-02
871,Sporty Pink Skirt,T-Shirts,Women,Tommy Hilfiger,517.11,249.56,84,North Carolina,2025-10-02,2025-10-02
872,Elegant Pink Tee,Shoes,Kids,Nike,269.4,182.65,24,Ohio,2025-10-02,2025-10-02
873,Premium Gray Socks,Underwear,Kids,Puma,203.9,132.15,1,Michigan,2025-10-02,2025-10-02
874,Elegant Navy Sneakers,T-Shirts,Kids,Levi's,711.19,516.59,13,New Jersey,2025-10-02,2025-10-02
875,Vintage Black Dress,Underwear,Kids,Zara,413.95,180.21,68,Virginia,2025-10-02,2025-10-02
876,Sporty Pink Cap,Socks,Unisex,Gap,658.92,367.8,49,California,2025-10-02,2025-10-02
877,Classic Black Jacket,T-Shirts,Women,Tommy Hilfiger,318.81,156.13,40,Texas,2025-10-02,2025-10-02
878,Modern Blue Jacket,Blouses,Kids,Zara,315.41,172.38,63,Pennsylvania,2025-10-02,2025-10-02
879,Elegant Red Sneakers,Skirts,Kids,Ralph Lauren,770.72,380.26,66,California,2025-10-02,2025-10-02
880,Trendy Black Skirt,Blouses,Unisex,Old Navy,335.3,187.27,73,Texas,2025-10-02,2025-10-02
881,Basic Red Sneakers,Jackets,Kids,Adidas,97.89,58.95,40,Georgia,2025-10-02,2025-10-02
882,Designer Pink Jeans,Shoes,Kids,H&M,329.86,257.97,25,Virginia,2025-10-02,2025-10-02
883,Modern Black Sneakers,Dresses,Women,Nike,621.56,371.83,50,Virginia,2025-10-02,2025-10-02
884,Classic Red Tee,Blouses,Women,Old Navy,718.72,570.69,81,Georgia,2025-10-02,2025-10-02
885,Designer Green Skirt,Shorts,Unisex,Tommy Hilfiger,244.36,175.5,43,Massachusetts,2025-10-02,2025-10-02
886,Stylish Navy Tee,Coats,Kids,Puma,237.14,137.38,6,Virginia,2025-10-02,2025-10-02
887,Sporty Pink Pants,Underwear,Unisex,Tommy Hilfiger,154.48,88.49,52,Ohio,2025-10-02,2025-10-02
888,Vintage White Jeans,Socks,Women,Puma,171.52,133.74,39,New Jersey,2025-10-02,2025-10-02
889,Sporty Black Blouse,Jeans,Kids,H&M,632.57,290.24,75,New Jersey,2025-10-02,2025-10-02
890,Modern Pink Coat,Hats,Men,Gap,490.27,266.76,72,Massachusetts,2025-10-02,2025-10-02
891,Elegant Blue Skirt,Shorts,Women,Zara,269.05,159.65,75,Washington,2025-10-02,2025-10-02
892,Basic Red Jeans,T-Shirts,Men,H&M,585.24,359.51,4,Georgia,2025-10-02,2025-10-02
893,Designer Black Jacket,Pants,Kids,Tommy Hilfiger,606.4,351.78,82,California,2025-10-02,2025-10-02
894,Trendy Navy Blouse,Coats,Kids,Nike,754.08,440.89,87,Illinois,2025-10-02,2025-10-02
895,Designer Blue Tee,Shoes,Kids,Puma,242.62,118.51,2,Florida,2025-10-02,2025-10-02
896,Stylish Blue Pants,Blouses,Kids,Ralph Lauren,666.11,356.0,47,Illinois,2025-10-02,2025-10-02
897,Elegant Red Sneakers,Jackets,Kids,Uniqlo,119.84,54.93,26,Michigan,2025-10-02,2025-10-02
898,Designer Pink Coat,Jeans,Kids,Levi's,664.45,281.65,29,Michigan,2025-10-02,2025-10-02
899,Designer White Necklace,Blouses,Kids,Uniqlo,631.82,283.86,38,New York,2025-10-02,2025-10-02
900,Casual Blue Jacket,Sweaters,Kids,Levi's,58.71,28.19,88,New York,2025-10-02,2025-10-02
901,Vintage Green Dress,Coats,Women,Puma,549.18,421.05,45,Georgia,2025-10-02,2025-10-02
902,Comfortable Pink Sweater,Sweaters,Women,Gap,59.97,27.89,88,Virginia,2025-10-02,2025-10-02
903,Trendy Red Socks,Accessories,Kids,Adidas,609.67,453.43,10,Pennsylvania,2025-10-02,2025-10-02
904,Casual Pink Blouse,Jeans,Women,Old Navy,363.81,189.82,7,Illinois,2025-10-02,2025-10-02
905,Comfortable Red Cap,Skirts,Kids,Old Navy,575.47,405.45,95,North Carolina,2025-10-02,2025-10-02
906,Comfortable Blue Coat,Coats,Women,Nike,693.3,552.98,1,California,2025-10-02,2025-10-02
907,Comfortable Red Cap,Dresses,Unisex,Tommy Hilfiger,642.93,491.73,56,Georgia,2025-10-02,2025-10-02
908,Casual Navy Sneakers,Blouses,Men,Adidas,262.65,142.21,3,California,2025-10-02,2025-10-02
909,Modern Blue Dress,Accessories,Men,Nike,238.25,135.17,48,California,2025-10-02,2025-10-02
910,Modern Blue Jeans,Coats,Men,Gucci,776.51,436.0,69,Michigan,2025-10-02,2025-10-02
911,Vintage White Shorts,Socks,Kids,Gap,719.11,516.82,45,Massachusetts,2025-10-02,2025-10-02
912,Designer White Bra,Shoes,Women,Forever 21,767.08,522.82,5,Ohio,2025-10-02,2025-10-02
913,Vintage Black Jeans,Coats,Women,Banana Republic,577.86,444.6,88,Arizona,2025-10-02,2025-10-02
914,Trendy Blue Jacket,Accessories,Men,Tommy Hilfiger,310.74,216.54,15,New Jersey,2025-10-02,2025-10-02
915,Sporty Navy Dress,Sweaters,Women,Tommy Hilfiger,144.07,57.84,31,Virginia,2025-10-02,2025-10-02
916,Elegant Green Bra,Accessories,Unisex,H&M,54.41,23.48,50,New Jersey,2025-10-02,2025-10-02
917,Elegant Blue Socks,Jeans,Men,Banana Republic,619.91,412.43,25,Massachusetts,2025-10-02,2025-10-02
918,Designer White Dress,Dresses,Women,Uniqlo,82.91,44.51,24,California,2025-10-02,2025-10-02
919,Designer Green Bra,Hats,Men,Gucci,685.84,489.89,79,New Jersey,2025-10-02,2025-10-02
920,Modern Pink Tee,Skirts,Men,Ralph Lauren,18.37,11.9,56,California,2025-10-02,2025-10-02
921,Premium Black Tee,Socks,Men,Old Navy,498.52,259.1,43,Pennsylvania,2025-10-02,2025-10-02
922,Trendy Pink Jeans,T-Shirts,Kids,Adidas,149.22,78.46,1,Ohio,2025-10-02,2025-10-02
923,Sporty Pink Jacket,Dresses,Men,Uniqlo,560.84,356.68,8,Massachusetts,2025-10-02,2025-10-02
924,Designer Pink Jeans,Hats,Kids,Gucci,68.9,37.81,27,Texas,2025-10-02,2025-10-02
925,Trendy Green Sneakers,Accessories,Kids,Gap,764.2,316.06,8,Washington,2025-10-02,2025-10-02
926,Trendy Navy Sneakers,Shoes,Kids,Nike,167.67,107.4,54,California,2025-10-02,2025-10-02
927,Premium Black Dress,Skirts,Unisex,Gucci,168.18,69.71,83,Florida,2025-10-02,2025-10-02
928,Modern White Skirt,T-Shirts,Unisex,Forever 21,598.4,473.6,24,Virginia,2025-10-02,2025-10-02
929,Premium Red Jacket,Hats,Men,Puma,189.55,136.18,47,New Jersey,2025-10-02,2025-10-02
930,Sporty Navy Socks,Socks,Kids,Gap,330.61,180.08,58,Pennsylvania,2025-10-02,2025-10-02
931,Modern Red Pants,Coats,Unisex,Banana Republic,544.45,243.94,68,Michigan,2025-10-02,2025-10-02
932,Basic Gray Skirt,Socks,Women,H&M,260.0,121.71,34,Washington,2025-10-02,2025-10-02
933,Casual White Cap,Pants,Kids,Tommy Hilfiger,48.86,32.09,70,Illinois,2025-10-02,2025-10-02
934,Designer Green Shorts,Pants,Men,Uniqlo,27.73,18.96,81,North Carolina,2025-10-02,2025-10-02
935,Modern Blue Coat,Blouses,Women,Ralph Lauren,586.64,353.48,95,Pennsylvania,2025-10-02,2025-10-02
936,Vintage Blue Socks,Shoes,Women,Levi's,715.35,455.73,100,New York,2025-10-02,2025-10-02
937,Modern White Sweater,Sweaters,Unisex,Ralph Lauren,60.45,39.44,70,Pennsylvania,2025-10-02,2025-10-02
938,Trendy Red Cap,Socks,Unisex,Ralph Lauren,663.56,430.73,90,Pennsylvania,2025-10-02,2025-10-02
939,Sporty Green Jeans,Socks,Men,Uniqlo,406.73,227.14,93,Georgia,2025-10-02,2025-10-02
940,Casual Gray Dress,T-Shirts,Unisex,Adidas,557.86,237.52,6,Michigan,2025-10-02,2025-10-02
941,Stylish Pink Shorts,Blouses,Men,Uniqlo,73.15,49.22,6,Pennsylvania,2025-10-02,2025-10-02
942,Comfortable Green Jacket,T-Shirts,Unisex,H&M,750.45,432.6,14,Pennsylvania,2025-10-02,2025-10-02
943,Sporty Green Socks,Jackets,Kids,Banana Republic,219.75,120.0,19,Illinois,2025-10-02,2025-10-02
944,Basic Green Jacket,T-Shirts,Women,Old Navy,268.9,202.03,18,New York,2025-10-02,2025-10-02
945,Casual Green Coat,Jackets,Women,Gucci,220.73,147.09,66,Washington,2025-10-02,2025-10-02
946,Classic Blue Bra,Blouses,Women,Ralph Lauren,352.36,165.4,58,Virginia,2025-10-02,2025-10-02
947,Classic White Coat,Underwear,Unisex,Tommy Hilfiger,151.39,64.06,21,Washington,2025-10-02,2025-10-02
948,Casual Navy Coat,Pants,Kids,Gap,407.4,280.15,28,Virginia,2025-10-02,2025-10-02
949,Sporty Red Jeans,Skirts,Unisex,Uniqlo,554.57,355.45,28,Florida,2025-10-02,2025-10-02
950,Stylish Pink Sweater,Coats,Kids,Puma,540.07,429.9,51,Michigan,2025-10-02,2025-10-02
951,Designer Navy Skirt,Blouses,Unisex,Levi's,656.9,479.33,15,Ohio,2025-10-02,2025-10-02
952,Classic Navy Pants,Accessories,Women,H&M,558.62,395.99,58,Washington,2025-10-02,2025-10-02
953,Designer White Blouse,Accessories,Men,Uniqlo,113.22,65.19,82,Florida,2025-10-02,2025-10-02
954,Classic Navy Pants,Jeans,Women,Puma,422.73,194.68,55,Illinois,2025-10-02,2025-10-02
955,Trendy Green Jacket,Hats,Women,H&M,763.05,607.04,41,Arizona,2025-10-02,2025-10-02
956,Trendy White Necklace,T-Shirts,Men,Gucci,239.19,146.07,100,Virginia,2025-10-02,2025-10-02
957,Casual Gray Bra,Jackets,Men,Forever 21,505.93,293.16,10,Massachusetts,2025-10-02,2025-10-02
958,Basic Gray Shorts,Shoes,Kids,Puma,508.55,203.69,35,Ohio,2025-10-02,2025-10-02
959,Elegant Blue Blouse,Skirts,Unisex,Ralph Lauren,718.44,420.07,48,Virginia,2025-10-02,2025-10-02
960,Vintage White Sweater,Jackets,Kids,Banana Republic,738.59,318.62,56,Georgia,2025-10-02,2025-10-02
961,Designer Red Blouse,Hats,Unisex,Gap,406.71,200.18,12,Pennsylvania,2025-10-02,2025-10-02
962,Modern Black Sweater,Blouses,Unisex,Nike,552.99,374.61,59,Pennsylvania,2025-10-02,2025-10-02
963,Basic Red Jeans,Dresses,Men,Nike,617.04,484.17,67,Arizona,2025-10-02,2025-10-02
964,Premium Gray Tee,Coats,Unisex,Levi's,76.44,58.44,73,Washington,2025-10-02,2025-10-02
965,Basic Red Blouse,Pants,Men,Gucci,634.33,365.58,5,New York,2025-10-02,2025-10-02
966,Trendy Green Coat,Jackets,Men,Zara,578.57,391.06,29,New Jersey,2025-10-02,2025-10-02
967,Trendy Black Dress,Dresses,Men,Gucci,755.87,547.42,39,Texas,2025-10-02,2025-10-02
968,Sporty Navy Jacket,Socks,Women,Nike,172.11,88.11,44,Pennsylvania,2025-10-02,2025-10-02
969,Premium Blue Pants,Shoes,Men,Zara,662.09,285.78,84,Washington,2025-10-02,2025-10-02
970,Vintage Pink Socks,Skirts,Unisex,Adidas,219.17,165.46,6,New York,2025-10-02,2025-10-02
971,Sporty Black Jacket,Dresses,Women,Levi's,497.56,285.57,37,Ohio,2025-10-02,2025-10-02
972,Stylish Pink Pants,Coats,Kids,Nike,205.84,91.16,41,Georgia,2025-10-02,2025-10-02
973,Basic White Jacket,Socks,Men,Levi's,263.41,163.34,61,Georgia,2025-10-02,2025-10-02
974,Elegant Red Sneakers,Hats,Kids,Forever 21,654.89,469.76,34,Arizona,2025-10-02,2025-10-02
975,Stylish Pink Blouse,Jeans,Women,Levi's,416.12,225.32,64,Ohio,2025-10-02,2025-10-02
976,Sporty Gray Socks,Sweaters,Unisex,Tommy Hilfiger,682.79,422.73,43,Florida,2025-10-02,2025-10-02
977,Comfortable Red Dress,Accessories,Unisex,Tommy Hilfiger,437.8,291.3,54,New Jersey,2025-10-02,2025-10-02
978,Sporty Navy Skirt,Hats,Women,Levi's,90.64,53.87,72,Virginia,2025-10-02,2025-10-02
979,Classic Pink Blouse,Sweaters,Kids,Levi's,542.17,368.16,67,Washington,2025-10-02,2025-10-02
980,Trendy Red Dress,Socks,Women,Uniqlo,374.53,193.98,30,New York,2025-10-02,2025-10-02
981,Designer Red Jeans,Coats,Men,Tommy Hilfiger,449.3,202.35,77,Arizona,2025-10-02,2025-10-02
982,Vintage Gray Blouse,Pants,Women,Levi's,226.5,161.6,33,California,2025-10-02,2025-10-02
983,Comfortable Pink Tee,Dresses,Unisex,Forever 21,567.31,344.32,8,Illinois,2025-10-02,2025-10-02
984,Sporty Gray Jeans,Hats,Kids,Forever 21,517.73,249.33,16,Texas,2025-10-02,2025-10-02
985,Comfortable Navy Jacket,Sweaters,Men,Zara,688.97,481.21,97,North Carolina,2025-10-02,2025-10-02
986,Sporty Navy Dress,Blouses,Women,H&M,513.41,264.27,59,Georgia,2025-10-02,2025-10-02
987,Casual Blue Necklace,Shoes,Men,Gap,128.59,79.09,48,Michigan,2025-10-02,2025-10-02
988,Elegant Green Coat,Underwear,Unisex,Adidas,81.23,64.56,51,New Jersey,2025-10-02,2025-10-02
989,Casual Navy Tee,Dresses,Men,Gucci,304.8,170.83,42,Virginia,2025-10-02,2025-10-02
990,Premium Gray Sweater,Hats,Women,Tommy Hilfiger,725.84,504.8,76,North Carolina,2025-10-02,2025-10-02
991,Comfortable Green Pants,T-Shirts,Unisex,Banana Republic,535.52,345.38,71,Illinois,2025-10-02,2025-10-02
992,Sporty Green Tee,Skirts,Men,Uniqlo,727.97,369.85,94,Massachusetts,2025-10-02,2025-10-02
993,Trendy Blue Bra,Pants,Women,H&M,719.29,470.92,47,Michigan,2025-10-02,2025-10-02
994,Basic Black Pants,Pants,Men,Gap,256.05,131.36,45,California,2025-10-02,2025-10-02
995,Designer Red Necklace,Underwear,Women,Uniqlo,17.53,11.14,63,New Jersey,2025-10-02,2025-10-02
996,Stylish Pink Dress,Coats,Unisex,Gap,378.98,245.45,9,Georgia,2025-10-02,2025-10-02
997,Designer Gray Coat,Dresses,Kids,Ralph Lauren,252.13,143.78,2,Washington,2025-10-02,2025-10-02
998,Sporty White Jeans,Sweaters,Women,H&M,371.06,290.12,91,Illinois,2025-10-02,2025-10-02
999,Modern Blue Cap,Jackets,Men,Banana Republic,292.09,210.43,11,Illinois,2025-10-02,2025-10-02
1000,Comfortable Pink Sneakers,Jackets,Men,Zara,441.26,190.06,12,New Jersey,2025-10-02,2025-10-02
1001,Stylish Navy Necklace,Coats,Kids,Forever 21,267.12,123.54,64,Virginia,2025-10-02,2025-10-02
1002,Basic Pink Dress,Dresses,Unisex,Nike,409.72,264.34,15,Texas,2025-10-02,2025-10-02
1003,Casual Green Jeans,Skirts,Women,Gap,273.36,141.15,17,California,2025-10-02,2025-10-02
1004,Comfortable Green Bra,Jackets,Kids,Adidas,462.58,213.19,12,Virginia,2025-10-02,2025-10-02
1005,Premium Gray Tee,Shorts,Unisex,Ralph Lauren,647.03,400.46,21,Washington,2025-10-02,2025-10-02
1006,Casual White Socks,Hats,Unisex,Tommy Hilfiger,437.46,241.02,21,Florida,2025-10-02,2025-10-02
1007,Casual White Bra,Jeans,Unisex,Old Navy,673.36,499.67,92,New Jersey,2025-10-02,2025-10-02
1008,Comfortable White Shorts,Accessories,Men,Zara,124.0,81.01,90,New Jersey,2025-10-02,2025-10-02
