product_id,name,category,brand,price,description
1023,Classic Black Jeans,Sweaters,Puma,185.43,"A comfortable classic black jeans from Puma, perfect for everyday wear."
1024,Trendy Gray Sweater,Skirts,Nike,368.9,"A versatile trendy gray sweater from Nike, perfect for everyday wear."
1025,Designer Navy Coat,Shorts,Forever 21,164.29,"A versatile designer navy coat from Forever 21, perfect for everyday wear."
1026,Stylish Green Jacket,Pants,Uniqlo,456.87,"A stylish stylish green jacket from Uniqlo, perfect for everyday wear."
1027,Casual Black Pants,Skirts,Ralph Lauren,418.25,"A comfortable casual black pants from Ralph Lauren, perfect for everyday wear."
1028,Designer Navy Necklace,Socks,Tommy Hilfiger,325.61,"A stylish designer navy necklace from Tommy Hilfiger, perfect for everyday wear."
1029,Vintage Navy Blouse,Jackets,Zara,634.5,"A high-quality vintage navy blouse from Zara, perfect for everyday wear."
1030,Stylish Green Skirt,Pants,Uniqlo,149.36,"A versatile stylish green skirt from Uniqlo, perfect for everyday wear."
1031,Comfortable White Dress,Sweaters,Uniqlo,720.17,"A comfortable comfortable white dress from Uniqlo, perfect for everyday wear."
1032,Trendy Green Dress,Dresses,Uniqlo,354.72,"A versatile trendy green dress from Uniqlo, perfect for everyday wear."
1033,Casual Red Tee,Shorts,Forever 21,304.24,"A stylish casual red tee from Forever 21, perfect for everyday wear."
1034,Classic Gray Coat,Accessories,Tommy Hilfiger,149.52,"A comfortable classic gray coat from Tommy Hilfiger, perfect for everyday wear."
1035,Elegant Black Tee,Coats,Uniqlo,127.91,"A versatile elegant black tee from Uniqlo, perfect for everyday wear."
1036,Casual Red Tee,Socks,Ralph Lauren,85.33,"A comfortable casual red tee from Ralph Lauren, perfect for everyday wear."
1037,Designer Pink Necklace,Hats,Nike,735.12,"A stylish designer pink necklace from Nike, perfect for everyday wear."
1038,Modern Navy Socks,Coats,Zara,104.33,"A stylish modern navy socks from Zara, perfect for everyday wear."
1039,Trendy White Tee,Coats,Old Navy,706.48,"A versatile trendy white tee from Old Navy, perfect for everyday wear."
1040,Basic Pink Jeans,Jeans,Levi's,469.58,"A high-quality basic pink jeans from Levi's, perfect for everyday wear."
1041,Modern Red Skirt,Accessories,Zara,142.61,"A stylish modern red skirt from Zara, perfect for everyday wear."
1042,Designer Navy Pants,Socks,Old Navy,275.74,"A comfortable designer navy pants from Old Navy, perfect for everyday wear."
1043,Basic Blue Blouse,Hats,H&M,333.08,"A comfortable basic blue blouse from H&M, perfect for everyday wear."
1044,Vintage Gray Necklace,Dresses,Ralph Lauren,685.9,"A high-quality vintage gray necklace from Ralph Lauren, perfect for everyday wear."
1045,Modern Green Jeans,Hats,Forever 21,426.51,"A stylish modern green jeans from Forever 21, perfect for everyday wear."
1046,Classic Navy Coat,Blouses,Old Navy,84.17,"A high-quality classic navy coat from Old Navy, perfect for everyday wear."
1047,Premium White Sweater,Sweaters,Gucci,371.9,"A high-quality premium white sweater from Gucci, perfect for everyday wear."
1048,Designer Black Cap,Hats,Forever 21,384.75,"A high-quality designer black cap from Forever 21, perfect for everyday wear."
1049,Vintage White Jacket,Coats,Tommy Hilfiger,353.16,"A high-quality vintage white jacket from Tommy Hilfiger, perfect for everyday wear."
1050,Trendy Gray Necklace,Accessories,Banana Republic,162.71,"A stylish trendy gray necklace from Banana Republic, perfect for everyday wear."
1051,Casual White Necklace,Pants,Forever 21,421.23,"A comfortable casual white necklace from Forever 21, perfect for everyday wear."
1052,Casual Pink Bra,Dresses,Adidas,651.47,"A stylish casual pink bra from Adidas, perfect for everyday wear."
1053,Classic Navy Coat,Coats,Puma,520.8,"A versatile classic navy coat from Puma, perfect for everyday wear."
1054,Comfortable Green Sneakers,Coats,Tommy Hilfiger,607.15,"A comfortable comfortable green sneakers from Tommy Hilfiger, perfect for everyday wear."
1055,Stylish White Coat,Blouses,Zara,403.33,"A stylish stylish white coat from Zara, perfect for everyday wear."
1056,Designer Pink Pants,Skirts,Banana Republic,53.65,"A high-quality designer pink pants from Banana Republic, perfect for everyday wear."
1057,Basic Pink Shorts,Underwear,Levi's,547.35,"A high-quality basic pink shorts from Levi's, perfect for everyday wear."
1058,Casual Blue Socks,Dresses,Uniqlo,597.47,"A comfortable casual blue socks from Uniqlo, perfect for everyday wear."
1059,Stylish Navy Sweater,Coats,Puma,370.83,"A stylish stylish navy sweater from Puma, perfect for everyday wear."
1060,Designer White Jeans,Skirts,Forever 21,258.96,"A comfortable designer white jeans from Forever 21, perfect for everyday wear."
1061,Stylish White Sneakers,Dresses,Ralph Lauren,720.78,"A comfortable stylish white sneakers from Ralph Lauren, perfect for everyday wear."
1062,Casual Green Jeans,Jackets,Gucci,680.35,"A stylish casual green jeans from Gucci, perfect for everyday wear."
1063,Comfortable Pink Socks,Accessories,H&M,466.01,"A stylish comfortable pink socks from H&M, perfect for everyday wear."
1064,Elegant Navy Necklace,Sweaters,Ralph Lauren,650.95,"A stylish elegant navy necklace from Ralph Lauren, perfect for everyday wear."
1065,Casual White Coat,Sweaters,Tommy Hilfiger,334.89,"A versatile casual white coat from Tommy Hilfiger, perfect for everyday wear."
1066,Elegant Blue Necklace,Skirts,Uniqlo,72.07,"A versatile elegant blue necklace from Uniqlo, perfect for everyday wear."
1067,Premium Red Sneakers,Shoes,H&M,310.62,"A comfortable premium red sneakers from H&M, perfect for everyday wear."
1068,Basic Green Shorts,Pants,Tommy Hilfiger,753.83,"A comfortable basic green shorts from Tommy Hilfiger, perfect for everyday wear."
1069,Stylish Gray Cap,Hats,Levi's,451.63,"A high-quality stylish gray cap from Levi's, perfect for everyday wear."
1070,Stylish White Sneakers,Pants,Puma,501.28,"A comfortable stylish white sneakers from Puma, perfect for everyday wear."
1071,Elegant Navy Jeans,Shoes,Nike,326.04,"A high-quality elegant navy jeans from Nike, perfect for everyday wear."
1072,Comfortable Blue Tee,Socks,Adidas,741.94,"A stylish comfortable blue tee from Adidas, perfect for everyday wear."
1073,Basic Navy Jeans,Underwear,Adidas,77.45,"A stylish basic navy jeans from Adidas, perfect for everyday wear."
1074,Classic Navy Cap,Socks,Nike,181.98,"A high-quality classic navy cap from Nike, perfect for everyday wear."
1075,Stylish Red Sweater,Socks,Adidas,722.44,"A stylish stylish red sweater from Adidas, perfect for everyday wear."
1076,Designer Gray Blouse,Underwear,Uniqlo,320.83,"A high-quality designer gray blouse from Uniqlo, perfect for everyday wear."
1077,Casual Black Necklace,Socks,Old Navy,63.74,"A comfortable casual black necklace from Old Navy, perfect for everyday wear."
1078,Casual Pink Tee,Accessories,Gap,419.32,"A high-quality casual pink tee from Gap, perfect for everyday wear."
1079,Vintage Red Jeans,Dresses,Old Navy,741.87,"A stylish vintage red jeans from Old Navy, perfect for everyday wear."
1080,Trendy Blue Sweater,Underwear,Old Navy,65.88,"A versatile trendy blue sweater from Old Navy, perfect for everyday wear."
1081,Casual Green Sweater,Shoes,Ralph Lauren,704.0,"A high-quality casual green sweater from Ralph Lauren, perfect for everyday wear."
1082,Trendy Pink Bra,Pants,Adidas,754.52,"A comfortable trendy pink bra from Adidas, perfect for everyday wear."
1083,Sporty Navy Pants,Jeans,Nike,530.49,"A versatile sporty navy pants from Nike, perfect for everyday wear."
1084,Sporty Green Sweater,Jeans,Levi's,663.04,"A comfortable sporty green sweater from Levi's, perfect for everyday wear."
1085,Modern White Sneakers,Accessories,Puma,349.24,"A comfortable modern white sneakers from Puma, perfect for everyday wear."
1086,Classic Pink Dress,Jeans,Old Navy,302.54,"A versatile classic pink dress from Old Navy, perfect for everyday wear."
1087,Trendy White Shorts,Jeans,Ralph Lauren,780.07,"A versatile trendy white shorts from Ralph Lauren, perfect for everyday wear."
1088,Classic Gray Shorts,Accessories,H&M,687.24,"A comfortable classic gray shorts from H&M, perfect for everyday wear."
1089,Designer Blue Cap,Shoes,Levi's,689.53,"A versatile designer blue cap from Levi's, perfect for everyday wear."
1090,Classic Pink Bra,Pants,Zara,766.16,"A versatile classic pink bra from Zara, perfect for everyday wear."
1091,Trendy Red Coat,T-Shirts,Puma,397.36,"A comfortable trendy red coat from Puma, perfect for everyday wear."
1092,Premium Red Tee,Coats,Banana Republic,403.31,"A versatile premium red tee from Banana Republic, perfect for everyday wear."
1093,Premium Pink Shorts,Skirts,Nike,765.69,"A high-quality premium pink shorts from Nike, perfect for everyday wear."
1094,Trendy Green Jacket,Underwear,Uniqlo,150.89,"A comfortable trendy green jacket from Uniqlo, perfect for everyday wear."
1095,Casual Pink Sneakers,T-Shirts,Old Navy,417.62,"A comfortable casual pink sneakers from Old Navy, perfect for everyday wear."
1096,Comfortable Blue Sneakers,Jackets,Gap,726.53,"A stylish comfortable blue sneakers from Gap, perfect for everyday wear."
1097,Comfortable Black Coat,Blouses,H&M,465.53,"A high-quality comfortable black coat from H&M, perfect for everyday wear."
1098,Elegant Navy Jacket,Shorts,Forever 21,549.33,"A versatile elegant navy jacket from Forever 21, perfect for everyday wear."
1099,Classic Gray Jacket,Coats,Adidas,505.34,"A versatile classic gray jacket from Adidas, perfect for everyday wear."
1100,Elegant Green Blouse,Skirts,Ralph Lauren,356.36,"A stylish elegant green blouse from Ralph Lauren, perfect for everyday wear."
1101,Basic Navy Socks,Shoes,Ralph Lauren,392.1,"A comfortable basic navy socks from Ralph Lauren, perfect for everyday wear."
1102,Classic White Necklace,Socks,Gap,45.23,"A comfortable classic white necklace from Gap, perfect for everyday wear."
1103,Premium Blue Jeans,Jackets,Puma,209.58,"A high-quality premium blue jeans from Puma, perfect for everyday wear."
1104,Modern Green Necklace,Accessories,Puma,161.18,"A high-quality modern green necklace from Puma, perfect for everyday wear."
1105,Comfortable Pink Socks,Hats,H&M,296.07,"A versatile comfortable pink socks from H&M, perfect for everyday wear."
1106,Stylish White Shorts,Underwear,Puma,795.28,"A high-quality stylish white shorts from Puma, perfect for everyday wear."
1107,Modern White Necklace,Coats,Uniqlo,309.56,"A comfortable modern white necklace from Uniqlo, perfect for everyday wear."
1108,Basic Navy Jeans,Sweaters,Forever 21,228.07,"A comfortable basic navy jeans from Forever 21, perfect for everyday wear."
1109,Elegant Pink Pants,Blouses,Tommy Hilfiger,573.7,"A comfortable elegant pink pants from Tommy Hilfiger, perfect for everyday wear."
1110,Stylish Navy Tee,T-Shirts,Gap,747.9,"A versatile stylish navy tee from Gap, perfect for everyday wear."
1111,Trendy Red Sneakers,Jackets,Forever 21,773.84,"A comfortable trendy red sneakers from Forever 21, perfect for everyday wear."
1112,Elegant Gray Blouse,Pants,Ralph Lauren,128.44,"A comfortable elegant gray blouse from Ralph Lauren, perfect for everyday wear."
1113,Casual White Blouse,Coats,Levi's,691.61,"A stylish casual white blouse from Levi's, perfect for everyday wear."
1114,Stylish Pink Jeans,Underwear,Adidas,181.75,"A stylish stylish pink jeans from Adidas, perfect for everyday wear."
1115,Sporty Green Sweater,Blouses,Adidas,376.64,"A high-quality sporty green sweater from Adidas, perfect for everyday wear."
1116,Classic Blue Necklace,Jackets,Adidas,542.4,"A stylish classic blue necklace from Adidas, perfect for everyday wear."
1117,Comfortable Pink Tee,Shorts,Puma,298.54,"A high-quality comfortable pink tee from Puma, perfect for everyday wear."
1118,Premium Pink Coat,Coats,Nike,509.85,"A high-quality premium pink coat from Nike, perfect for everyday wear."
1119,Trendy Blue Jacket,Shorts,H&M,391.15,"A high-quality trendy blue jacket from H&M, perfect for everyday wear."
1120,Sporty Blue Socks,Shorts,Nike,597.68,"A stylish sporty blue socks from Nike, perfect for everyday wear."
1121,Elegant Black Cap,Socks,Banana Republic,118.39,"A high-quality elegant black cap from Banana Republic, perfect for everyday wear."
1122,Premium Green Sneakers,Jeans,H&M,108.2,"A comfortable premium green sneakers from H&M, perfect for everyday wear."
1123,Classic Black Cap,Hats,Adidas,528.69,"A high-quality classic black cap from Adidas, perfect for everyday wear."
1124,Stylish Black Jeans,Coats,Zara,589.55,"A stylish stylish black jeans from Zara, perfect for everyday wear."
1125,Modern Black Dress,Dresses,Zara,232.28,"A stylish modern black dress from Zara, perfect for everyday wear."
1126,Basic Gray Tee,Pants,Uniqlo,713.93,"A high-quality basic gray tee from Uniqlo, perfect for everyday wear."
1127,Classic White Cap,Skirts,Levi's,680.92,"A comfortable classic white cap from Levi's, perfect for everyday wear."
1128,Premium Gray Jacket,T-Shirts,Tommy Hilfiger,374.66,"A stylish premium gray jacket from Tommy Hilfiger, perfect for everyday wear."
1129,Premium Green Skirt,T-Shirts,Forever 21,112.56,"A high-quality premium green skirt from Forever 21, perfect for everyday wear."
1130,Vintage Navy Jeans,Blouses,Zara,658.04,"A comfortable vintage navy jeans from Zara, perfect for everyday wear."
1131,Trendy Red Skirt,Sweaters,Levi's,534.53,"A stylish trendy red skirt from Levi's, perfect for everyday wear."
1132,Casual White Blouse,Jackets,Zara,436.69,"A comfortable casual white blouse from Zara, perfect for everyday wear."
1133,Comfortable White Socks,Shoes,Levi's,231.49,"A high-quality comfortable white socks from Levi's, perfect for everyday wear."
1134,Stylish Blue Cap,Coats,Uniqlo,394.21,"A high-quality stylish blue cap from Uniqlo, perfect for everyday wear."
1135,Classic Pink Sneakers,Pants,Banana Republic,625.38,"A comfortable classic pink sneakers from Banana Republic, perfect for everyday wear."
1136,Basic Gray Jacket,Jackets,H&M,399.44,"A versatile basic gray jacket from H&M, perfect for everyday wear."
1137,Elegant Gray Sweater,Dresses,Tommy Hilfiger,204.97,"A comfortable elegant gray sweater from Tommy Hilfiger, perfect for everyday wear."
1138,Classic White Socks,Skirts,Puma,304.28,"A stylish classic white socks from Puma, perfect for everyday wear."
1139,Premium Black Jacket,Pants,H&M,447.12,"A high-quality premium black jacket from H&M, perfect for everyday wear."
1140,Designer Navy Bra,T-Shirts,Adidas,289.39,"A stylish designer navy bra from Adidas, perfect for everyday wear."
1141,Vintage Pink Socks,Underwear,Old Navy,557.81,"A high-quality vintage pink socks from Old Navy, perfect for everyday wear."
1142,Sporty Gray Shorts,Shorts,Nike,568.39,"A high-quality sporty gray shorts from Nike, perfect for everyday wear."
1143,Casual Blue Socks,Shorts,Forever 21,78.2,"A stylish casual blue socks from Forever 21, perfect for everyday wear."
1144,Casual Black Cap,Blouses,Tommy Hilfiger,108.73,"A versatile casual black cap from Tommy Hilfiger, perfect for everyday wear."
1145,Designer White Necklace,Shoes,Levi's,292.87,"A high-quality designer white necklace from Levi's, perfect for everyday wear."
1146,Comfortable Navy Blouse,Jackets,Levi's,47.54,"A high-quality comfortable navy blouse from Levi's, perfect for everyday wear."
1147,Classic Red Dress,Shorts,Ralph Lauren,678.73,"A comfortable classic red dress from Ralph Lauren, perfect for everyday wear."
1148,Classic Green Tee,Shorts,Gucci,407.83,"A stylish classic green tee from Gucci, perfect for everyday wear."
1149,Vintage Gray Blouse,Pants,Gap,410.27,"A stylish vintage gray blouse from Gap, perfect for everyday wear."
1150,Classic Pink Shorts,Sweaters,Levi's,243.95,"A versatile classic pink shorts from Levi's, perfect for everyday wear."
1151,Vintage Navy Tee,Sweaters,Ralph Lauren,113.88,"A comfortable vintage navy tee from Ralph Lauren, perfect for everyday wear."
1152,Vintage Blue Blouse,Sweaters,Tommy Hilfiger,63.02,"A versatile vintage blue blouse from Tommy Hilfiger, perfect for everyday wear."
1153,Premium Black Sweater,Blouses,Adidas,89.02,"A versatile premium black sweater from Adidas, perfect for everyday wear."
1154,Trendy Green Blouse,Dresses,Uniqlo,631.73,"A stylish trendy green blouse from Uniqlo, perfect for everyday wear."
1155,Designer Red Sneakers,Jeans,Ralph Lauren,713.3,"A comfortable designer red sneakers from Ralph Lauren, perfect for everyday wear."
1156,Elegant Red Necklace,Underwear,Old Navy,741.97,"A comfortable elegant red necklace from Old Navy, perfect for everyday wear."
1157,Comfortable Navy Bra,T-Shirts,Uniqlo,768.64,"A stylish comfortable navy bra from Uniqlo, perfect for everyday wear."
1158,Elegant Blue Jeans,Blouses,Uniqlo,330.03,"A comfortable elegant blue jeans from Uniqlo, perfect for everyday wear."
1159,Elegant Red Dress,T-Shirts,Levi's,104.65,"A versatile elegant red dress from Levi's, perfect for everyday wear."
1160,Basic Navy Dress,Dresses,H&M,643.61,"A stylish basic navy dress from H&M, perfect for everyday wear."
1161,Stylish Red Necklace,Socks,Tommy Hilfiger,734.58,"A versatile stylish red necklace from Tommy Hilfiger, perfect for everyday wear."
1162,Elegant Blue Jacket,T-Shirts,Old Navy,759.99,"A versatile elegant blue jacket from Old Navy, perfect for everyday wear."
1163,Classic Black Skirt,Dresses,Forever 21,218.38,"A stylish classic black skirt from Forever 21, perfect for everyday wear."
1164,Elegant Blue Blouse,Coats,Levi's,141.48,"A stylish elegant blue blouse from Levi's, perfect for everyday wear."
1165,Comfortable Green Sneakers,Pants,Adidas,777.12,"A comfortable comfortable green sneakers from Adidas, perfect for everyday wear."
1166,Comfortable Pink Tee,Shorts,Gucci,204.33,"A high-quality comfortable pink tee from Gucci, perfect for everyday wear."
1167,Sporty Gray Sneakers,Pants,H&M,274.92,"A comfortable sporty gray sneakers from H&M, perfect for everyday wear."
1168,Modern Red Jacket,Pants,Gucci,156.05,"A stylish modern red jacket from Gucci, perfect for everyday wear."
1169,Comfortable Navy Skirt,Shoes,Puma,365.01,"A versatile comfortable navy skirt from Puma, perfect for everyday wear."
1170,Sporty Blue Pants,Blouses,H&M,515.27,"A versatile sporty blue pants from H&M, perfect for everyday wear."
1171,Designer Green Sweater,Shoes,Zara,592.36,"A comfortable designer green sweater from Zara, perfect for everyday wear."
1172,Vintage Navy Dress,Coats,Nike,51.23,"A high-quality vintage navy dress from Nike, perfect for everyday wear."
1173,Premium White Sneakers,Shoes,Tommy Hilfiger,114.01,"A high-quality premium white sneakers from Tommy Hilfiger, perfect for everyday wear."
1174,Casual Gray Bra,Dresses,Forever 21,289.12,"A stylish casual gray bra from Forever 21, perfect for everyday wear."
1175,Elegant Black Sweater,Pants,Puma,312.03,"A high-quality elegant black sweater from Puma, perfect for everyday wear."
1176,Vintage Green Jeans,Skirts,Old Navy,172.79,"A comfortable vintage green jeans from Old Navy, perfect for everyday wear."
1177,Stylish White Jeans,Jackets,Gucci,22.19,"A comfortable stylish white jeans from Gucci, perfect for everyday wear."
1178,Elegant Red Pants,Dresses,Forever 21,15.6,"A high-quality elegant red pants from Forever 21, perfect for everyday wear."
1179,Basic Blue Sweater,T-Shirts,Levi's,164.64,"A high-quality basic blue sweater from Levi's, perfect for everyday wear."
1180,Modern Gray Necklace,Accessories,Nike,545.07,"A stylish modern gray necklace from Nike, perfect for everyday wear."
1181,Sporty Black Socks,Shorts,Adidas,535.47,"A versatile sporty black socks from Adidas, perfect for everyday wear."
1182,Modern Green Jacket,Socks,Forever 21,75.43,"A versatile modern green jacket from Forever 21, perfect for everyday wear."
1183,Stylish Navy Coat,Sweaters,Uniqlo,798.05,"A comfortable stylish navy coat from Uniqlo, perfect for everyday wear."
1184,Basic Green Sweater,Underwear,Gucci,455.32,"A versatile basic green sweater from Gucci, perfect for everyday wear."
1185,Basic Gray Dress,Skirts,Gap,183.11,"A stylish basic gray dress from Gap, perfect for everyday wear."
1186,Classic Navy Blouse,Coats,Forever 21,615.11,"A versatile classic navy blouse from Forever 21, perfect for everyday wear."
1187,Designer White Jeans,Skirts,Ralph Lauren,789.52,"A versatile designer white jeans from Ralph Lauren, perfect for everyday wear."
1188,Sporty Red Shorts,Underwear,Zara,668.81,"A comfortable sporty red shorts from Zara, perfect for everyday wear."
1189,Vintage Gray Blouse,Dresses,Gucci,627.8,"A high-quality vintage gray blouse from Gucci, perfect for everyday wear."
1190,Premium Black Pants,Socks,Ralph Lauren,462.85,"A stylish premium black pants from Ralph Lauren, perfect for everyday wear."
1191,Trendy Blue Sweater,Coats,Tommy Hilfiger,783.49,"A comfortable trendy blue sweater from Tommy Hilfiger, perfect for everyday wear."
1192,Sporty Blue Necklace,Dresses,Gucci,418.89,"A comfortable sporty blue necklace from Gucci, perfect for everyday wear."
1193,Trendy Black Sneakers,Blouses,Adidas,286.94,"A stylish trendy black sneakers from Adidas, perfect for everyday wear."
1194,Elegant Gray Tee,Skirts,Forever 21,435.57,"A stylish elegant gray tee from Forever 21, perfect for everyday wear."
1195,Premium Pink Jacket,Underwear,Nike,560.33,"A versatile premium pink jacket from Nike, perfect for everyday wear."
1196,Elegant Green Sweater,Jackets,Forever 21,364.36,"A stylish elegant green sweater from Forever 21, perfect for everyday wear."
1197,Modern Green Sneakers,Skirts,Forever 21,160.25,"A high-quality modern green sneakers from Forever 21, perfect for everyday wear."
1198,Stylish Gray Coat,Accessories,Levi's,702.33,"A comfortable stylish gray coat from Levi's, perfect for everyday wear."
1199,Casual White Pants,Blouses,Old Navy,259.19,"A versatile casual white pants from Old Navy, perfect for everyday wear."
1200,Comfortable Green Necklace,T-Shirts,Uniqlo,717.61,"A comfortable comfortable green necklace from Uniqlo, perfect for everyday wear."
1201,Vintage Green Socks,Accessories,Tommy Hilfiger,589.86,"A high-quality vintage green socks from Tommy Hilfiger, perfect for everyday wear."
1202,Vintage Black Tee,Sweaters,Zara,772.92,"A versatile vintage black tee from Zara, perfect for everyday wear."
1203,Stylish Green Jacket,Coats,Banana Republic,713.55,"A high-quality stylish green jacket from Banana Republic, perfect for everyday wear."
1204,Classic Blue Necklace,Sweaters,Gucci,531.74,"A comfortable classic blue necklace from Gucci, perfect for everyday wear."
1205,Modern Gray Sweater,Skirts,Nike,640.57,"A versatile modern gray sweater from Nike, perfect for everyday wear."
1206,Trendy Pink Skirt,Underwear,Puma,736.51,"A stylish trendy pink skirt from Puma, perfect for everyday wear."
1207,Casual Pink Socks,Shoes,Nike,391.61,"A comfortable casual pink socks from Nike, perfect for everyday wear."
1208,Casual Pink Cap,Pants,H&M,372.94,"A comfortable casual pink cap from H&M, perfect for everyday wear."
1209,Sporty Black Pants,Shorts,Tommy Hilfiger,213.05,"A versatile sporty black pants from Tommy Hilfiger, perfect for everyday wear."
1210,Sporty White Socks,Underwear,H&M,187.77,"A high-quality sporty white socks from H&M, perfect for everyday wear."
1211,Casual Navy Pants,Accessories,Ralph Lauren,635.73,"A high-quality casual navy pants from Ralph Lauren, perfect for everyday wear."
1212,Trendy Blue Tee,Coats,Old Navy,439.62,"A comfortable trendy blue tee from Old Navy, perfect for everyday wear."
1213,Trendy Blue Necklace,Dresses,Levi's,759.66,"A stylish trendy blue necklace from Levi's, perfect for everyday wear."
1214,Elegant Gray Necklace,Socks,Gucci,751.83,"A comfortable elegant gray necklace from Gucci, perfect for everyday wear."
1215,Elegant Gray Tee,Shoes,Uniqlo,63.74,"A stylish elegant gray tee from Uniqlo, perfect for everyday wear."
1216,Premium Gray Pants,Jeans,H&M,433.87,"A high-quality premium gray pants from H&M, perfect for everyday wear."
1217,Modern Red Bra,Dresses,Forever 21,517.62,"A versatile modern red bra from Forever 21, perfect for everyday wear."
1218,Designer Pink Dress,Jeans,Zara,716.8,"A comfortable designer pink dress from Zara, perfect for everyday wear."
1219,Premium White Dress,Accessories,Old Navy,338.55,"A stylish premium white dress from Old Navy, perfect for everyday wear."
1220,Classic Black Sneakers,Shoes,Adidas,510.96,"A stylish classic black sneakers from Adidas, perfect for everyday wear."
1221,Sporty Pink Pants,Jackets,Banana Republic,441.47,"A high-quality sporty pink pants from Banana Republic, perfect for everyday wear."
1222,Elegant White Bra,T-Shirts,Old Navy,458.61,"A versatile elegant white bra from Old Navy, perfect for everyday wear."
1223,Vintage Green Tee,Socks,Ralph Lauren,436.82,"A comfortable vintage green tee from Ralph Lauren, perfect for everyday wear."
1224,Premium Pink Jacket,Accessories,Zara,726.42,"A stylish premium pink jacket from Zara, perfect for everyday wear."
1225,Sporty Green Socks,Underwear,Old Navy,61.2,"A high-quality sporty green socks from Old Navy, perfect for everyday wear."
1226,Sporty Blue Blouse,Jeans,Zara,234.95,"A stylish sporty blue blouse from Zara, perfect for everyday wear."
1227,Trendy Navy Blouse,Coats,Old Navy,30.19,"A high-quality trendy navy blouse from Old Navy, perfect for everyday wear."
1228,Comfortable Blue Socks,T-Shirts,H&M,390.03,"A stylish comfortable blue socks from H&M, perfect for everyday wear."
1229,Trendy Blue Blouse,Underwear,Zara,301.12,"A versatile trendy blue blouse from Zara, perfect for everyday wear."
1230,Classic Pink Shorts,Socks,Gap,581.23,"A versatile classic pink shorts from Gap, perfect for everyday wear."
1231,Modern Navy Skirt,Socks,Zara,139.42,"A high-quality modern navy skirt from Zara, perfect for everyday wear."
1232,Trendy Green Sneakers,Shoes,Gucci,245.37,"A comfortable trendy green sneakers from Gucci, perfect for everyday wear."
1233,Premium Navy Coat,Jackets,Ralph Lauren,59.55,"A comfortable premium navy coat from Ralph Lauren, perfect for everyday wear."
1234,Elegant Black Skirt,Skirts,Ralph Lauren,230.34,"A versatile elegant black skirt from Ralph Lauren, perfect for everyday wear."
1235,Sporty Blue Shorts,Skirts,Gap,371.46,"A versatile sporty blue shorts from Gap, perfect for everyday wear."
1236,Modern Gray Jeans,Sweaters,Banana Republic,389.24,"A high-quality modern gray jeans from Banana Republic, perfect for everyday wear."
1237,Vintage Red Cap,Skirts,Zara,222.72,"A high-quality vintage red cap from Zara, perfect for everyday wear."
1238,Sporty White Pants,Skirts,Levi's,105.72,"A high-quality sporty white pants from Levi's, perfect for everyday wear."
1239,Basic White Pants,Jeans,Levi's,616.31,"A stylish basic white pants from Levi's, perfect for everyday wear."
1240,Stylish Gray Pants,Jackets,Forever 21,166.74,"A comfortable stylish gray pants from Forever 21, perfect for everyday wear."
1241,Classic Pink Pants,Sweaters,Adidas,265.75,"A stylish classic pink pants from Adidas, perfect for everyday wear."
1242,Casual Blue Dress,Socks,Zara,441.6,"A versatile casual blue dress from Zara, perfect for everyday wear."
1243,Modern Black Jacket,Blouses,H&M,218.17,"A high-quality modern black jacket from H&M, perfect for everyday wear."
1244,Stylish Navy Dress,Dresses,Nike,758.54,"A high-quality stylish navy dress from Nike, perfect for everyday wear."
1245,Basic Navy Dress,Blouses,Puma,291.08,"A high-quality basic navy dress from Puma, perfect for everyday wear."
1246,Sporty Black Socks,Coats,Ralph Lauren,31.21,"A high-quality sporty black socks from Ralph Lauren, perfect for everyday wear."
1247,Sporty Gray Cap,Dresses,Forever 21,455.92,"A versatile sporty gray cap from Forever 21, perfect for everyday wear."
1248,Basic Black Blouse,Skirts,H&M,379.77,"A stylish basic black blouse from H&M, perfect for everyday wear."
1249,Sporty Black Socks,Shorts,Old Navy,798.97,"A comfortable sporty black socks from Old Navy, perfect for everyday wear."
1250,Sporty Red Pants,Accessories,H&M,688.77,"A stylish sporty red pants from H&M, perfect for everyday wear."
1251,Basic White Pants,Pants,Gucci,426.94,"A stylish basic white pants from Gucci, perfect for everyday wear."
1252,Basic Blue Tee,Underwear,Uniqlo,386.5,"A high-quality basic blue tee from Uniqlo, perfect for everyday wear."
1253,Basic Green Bra,Blouses,Gap,641.69,"A comfortable basic green bra from Gap, perfect for everyday wear."
1254,Modern White Sweater,Sweaters,Nike,340.85,"A versatile modern white sweater from Nike, perfect for everyday wear."
1255,Comfortable Navy Dress,Skirts,Tommy Hilfiger,789.2,"A stylish comfortable navy dress from Tommy Hilfiger, perfect for everyday wear."
1256,Comfortable Pink Bra,Blouses,Gucci,234.78,"A versatile comfortable pink bra from Gucci, perfect for everyday wear."
1257,Comfortable Pink Shorts,Shorts,Old Navy,337.51,"A stylish comfortable pink shorts from Old Navy, perfect for everyday wear."
1258,Classic Blue Pants,Coats,Ralph Lauren,380.26,"A high-quality classic blue pants from Ralph Lauren, perfect for everyday wear."
1259,Elegant Red Skirt,Hats,Levi's,364.0,"A high-quality elegant red skirt from Levi's, perfect for everyday wear."
1260,Classic Green Bra,Pants,H&M,473.35,"A high-quality classic green bra from H&M, perfect for everyday wear."
1261,Trendy Blue Pants,Hats,Gucci,664.14,"A high-quality trendy blue pants from Gucci, perfect for everyday wear."
